0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1239.0,0.00050584355,0.37233374,0.56264836,0.0,0.25,0.67,0.08,0.0,0.0,0.00023435669,0.00049193023,0.00054789445,0.00056030066,0.0005626341,0.00056729716
787.0,0.00034665145,0.4726358,0.52634174,0.0,0.175,0.735,0.09,0.0,0.0,0.00023435669,0.00036915616,0.00033885718,0.00038328886,0.00036599764,0.00037361876
751.0,0.00039842722,0.35767776,0.5364688,0.005,0.18,0.785,0.03,0.0,0.0,0.00023435669,0.00067461206,0.00043886722,0.00040853134,0.0003957179,0.00037367444
1437.0,0.00058744726,0.33415523,0.57844067,0.0,0.315,0.605,0.08,0.0,0.0,0.00023435669,0.0006719925,0.0005844233,0.00064732565,0.0006439902,0.00065706443
1065.0,0.0004134536,0.43365985,0.53809285,0.0,0.235,0.655,0.11,0.0,0.0,0.00023435669,0.00036625922,0.00039874433,0.00043893664,0.00045187335,0.00046626525
965.0,0.00038738575,0.46857008,0.540342,0.0,0.225,0.69,0.085,0.0,0.0,0.00023435669,0.00031241472,0.0003996408,0.00041832007,0.00043266153,0.0004376558
626.0,0.00024871796,0.6887974,0.49380717,0.0,0.145,0.68,0.175,0.0,0.0,0.00023435669,0.00017021317,0.00023492555,0.00024415416,0.00025924118,0.00026755413
1629.0,0.0006378341,0.36168087,0.59102243,0.0,0.34,0.57,0.09,0.0,0.0,0.00023435669,0.00062354817,0.0006642561,0.00071225903,0.0007169117,0.0007320595
198.0,0.000110391375,0.57837254,0.48372832,0.0,0.03,0.86,0.105,0.005,0.0,0.00023435669,6.2341125e-05,0.00010007873,9.053495e-05,9.3097326e-05,9.183037e-05
568.0,0.00024336073,0.727774,0.5145959,0.0,0.09,0.825,0.085,0.0,0.0,0.00023435669,0.00017110676,0.00024818355,0.00024849412,0.00025835438,0.00025982724
175.0,0.00010874548,0.36446634,0.47268698,0.0,0.015,0.82,0.16,0.005,0.0,0.00023435669,7.708366e-05,0.00011534366,8.746109e-05,8.7085136e-05,8.3037216e-05
565.0,0.00029089497,0.76627755,0.48466256,0.0,0.135,0.66,0.205,0.0,0.0,0.00023435669,0.0006583502,0.00021013027,0.00021810413,0.00023019343,0.00023859061
1079.0,0.00043352848,0.43036655,0.55130523,0.0,0.225,0.695,0.08,0.0,0.0,0.00023435669,0.00036381042,0.000455859,0.00047543366,0.00048624098,0.0004928283
509.0,0.00033595716,0.31051314,0.49982426,0.0,0.1,0.79,0.11,0.0,0.0,0.00023435669,0.0010188982,0.0002059965,0.0002947645,0.00022562253,0.00023814646
591.0,0.00026466014,0.48349535,0.5115721,0.0,0.11,0.8,0.09,0.0,0.0,0.00023435669,0.00023417015,0.00027832724,0.00028182607,0.0002767167,0.000276845
802.0,0.00033335676,0.6053779,0.5282972,0.0,0.16,0.765,0.075,0.0,0.0,0.00023435669,0.00027229535,0.00034582533,0.0003553438,0.00036598125,0.000368446
720.0,0.00031944958,0.46275306,0.5271222,0.0,0.185,0.765,0.05,0.0,0.0,0.00023435669,0.00036735687,0.0003287831,0.00031887772,0.00032879796,0.0003252665
335.0,0.0001731542,0.35801235,0.48471764,0.0,0.09,0.765,0.145,0.0,0.0,0.00023435669,0.00019250425,0.00016987414,0.00016063478,0.00015341994,0.0001538118
1249.0,0.0005071761,0.37557867,0.5627226,0.0,0.3,0.625,0.075,0.0,0.0,0.00023435669,0.0004862245,0.0005343509,0.0005631645,0.000568337,0.00057327334
1198.0,0.00050127204,0.34093022,0.5585232,0.0,0.24,0.685,0.075,0.0,0.0,0.00023435669,0.0005135013,0.0005467444,0.00055615493,0.0005548935,0.00055601925
936.0,0.00037193173,0.4909228,0.5310594,0.0,0.24,0.65,0.11,0.0,0.0,0.00023435669,0.000355658,0.00035297422,0.00038398628,0.00039597976,0.00040898746
1239.0,0.0004987946,0.41940907,0.55962217,0.0,0.285,0.625,0.09,0.0,0.0,0.00023435669,0.00045991506,0.0005260952,0.0005581566,0.0005576889,0.0005666768
1303.0,0.00055462326,0.36870015,0.5710843,0.0,0.275,0.665,0.06,0.0,0.0,0.00023435669,0.00057766715,0.00061812793,0.00062550616,0.00062291237,0.00062086724
286.0,0.00013893616,0.6609496,0.4814355,0.0,0.055,0.8,0.145,0.0,0.0,0.00023435669,8.190981e-05,0.00012103096,0.00012663107,0.00012958836,0.00013055313
1288.0,0.0005181505,0.34689224,0.55888903,0.0,0.295,0.61,0.095,0.0,0.0,0.00023435669,0.0005634553,0.0005060443,0.00056554045,0.0005643705,0.0005779126
728.0,0.00029880853,0.51291627,0.5353244,0.0,0.135,0.835,0.03,0.0,0.0,0.00023435669,0.00023033208,0.00030086742,0.00030914464,0.0003236648,0.000327179
262.0,0.00017653227,0.24035566,0.48565573,0.0,0.06,0.83,0.105,0.005,0.0,0.00023435669,0.00033010854,0.00017750013,0.00016045895,0.00013269379,0.0001294912
184.0,0.00011656396,0.5637325,0.4692553,0.0,0.03,0.785,0.18,0.005,0.0,0.00023435669,9.609754e-05,0.0001231254,9.2997725e-05,9.8691904e-05,9.098514e-05
665.0,0.00027161036,0.77085334,0.53013545,0.0,0.11,0.845,0.045,0.0,0.0,0.00023435669,0.0001774751,0.0002623843,0.00028435607,0.00029770914,0.00030202873
1638.0,0.0006524523,0.35463336,0.6088197,0.0,0.36,0.62,0.02,0.0,0.0,0.00023435669,0.0006947257,0.00067843316,0.0007113527,0.0007288712,0.00073822285
985.0,0.0003932791,0.4352668,0.5395902,0.0,0.24,0.675,0.085,0.0,0.0,0.00023435669,0.00037094654,0.0003970229,0.00041029163,0.00042209975,0.0004323316
1497.0,0.0005921222,0.3767285,0.58207124,0.0,0.365,0.545,0.09,0.0,0.0,0.00023435669,0.00053367653,0.0006484084,0.00065241917,0.0006751717,0.00067997316
269.0,0.00016445393,0.47680742,0.49295124,0.0,0.065,0.845,0.085,0.005,0.0,0.00023435669,0.0002515379,0.00016685495,0.00013624807,0.00013337407,0.0001287188
959.0,0.00042057203,0.41705978,0.55525184,0.0,0.235,0.74,0.025,0.0,0.0,0.00023435669,0.0004104549,0.00051366736,0.0004518517,0.0004689076,0.00044773336
1053.0,0.00042418635,0.4119752,0.54337025,0.0,0.235,0.67,0.095,0.0,0.0,0.00023435669,0.00038743118,0.0004360048,0.00046662832,0.00046430874,0.00047498182
966.0,0.00039085836,0.46442464,0.53993165,0.0,0.195,0.72,0.08,0.005,0.0,0.00023435669,0.00033315795,0.00040445614,0.00041932834,0.00043295103,0.00043806946
1346.0,0.0005518013,0.3777504,0.58215064,0.0,0.335,0.635,0.03,0.0,0.0,0.00023435669,0.00057109114,0.0005892291,0.00060587353,0.000614599,0.00061865523
503.0,0.00023194066,0.42399785,0.50719297,0.005,0.075,0.84,0.08,0.0,0.0,0.00023435669,0.00018434596,0.00026762948,0.0002383938,0.00023868126,0.00023458045
1425.0,0.0005833927,0.3816834,0.5919245,0.0,0.315,0.665,0.02,0.0,0.0,0.00023435669,0.000617156,0.00062129693,0.0006467788,0.0006502858,0.00065445673
41.0,5.622061e-05,0.34146342,0.4416606,0.0,0.015,0.7,0.28,0.005,0.0,0.00023435669,2.2660388e-05,5.4683598e-05,1.950795e-05,2.3554805e-05,1.9249163e-05
531.0,0.00022311542,0.64105463,0.483071,0.0,0.145,0.65,0.205,0.0,0.0,0.00023435669,0.00015954938,0.0002178374,0.00021681261,0.00022770383,0.00023242974
642.0,0.00025768456,0.6553963,0.4930082,0.0,0.16,0.65,0.19,0.0,0.0,0.00023435669,0.0002225888,0.00022677743,0.00024745736,0.00026169705,0.00027229192
1161.0,0.0004788724,0.37820548,0.56264836,0.005,0.25,0.695,0.05,0.0,0.0,0.00023435669,0.00054148154,0.00047069544,0.0005093738,0.00051838806,0.0005255069
647.0,0.00027691096,0.52194697,0.514658,0.0,0.18,0.72,0.1,0.0,0.0,0.00023435669,0.00021059843,0.00029227432,0.000295793,0.00029789112,0.00029857832
1227.0,0.0004712142,0.45999274,0.55474645,0.0,0.3,0.6,0.1,0.0,0.0,0.00023435669,0.00040855134,0.00048063282,0.00049574015,0.0005245889,0.0005352343
269.0,0.00014097827,0.57473785,0.49175793,0.0,0.07,0.84,0.09,0.0,0.0,0.00023435669,8.72531e-05,0.00015755829,0.00012830089,0.00012965358,0.00012625914
437.0,0.00018690802,0.76783955,0.48860383,0.0,0.09,0.775,0.135,0.0,0.0,0.00023435669,0.00011926066,0.00016418518,0.00017901737,0.0001864352,0.00019234445
798.0,0.00032066606,0.5193064,0.5231147,0.0,0.16,0.74,0.1,0.0,0.0,0.00023435669,0.0002715861,0.00031095213,0.00033362128,0.0003422543,0.00035084266
237.0,0.0001623483,0.25241363,0.48002702,0.0,0.045,0.84,0.11,0.005,0.0,0.00023435669,0.00030001975,0.00015319792,0.0001461949,0.000119327946,0.00011697426
1329.0,0.0005888152,0.3261477,0.58574766,0.0,0.32,0.655,0.025,0.0,0.0,0.00023435669,0.0006160618,0.0007429484,0.0006610106,0.0006769097,0.00064089266
917.0,0.0004256273,0.31131276,0.53904474,0.0,0.205,0.715,0.08,0.0,0.0,0.00023435669,0.0005046503,0.00048247818,0.00047284522,0.00045776978,0.00044889975
240.0,0.00012627715,0.61014646,0.4843324,0.0,0.04,0.84,0.12,0.0,0.0,0.00023435669,7.328864e-05,0.000119163495,0.00011152201,0.00011396311,0.00011221365
1809.0,0.00070971274,0.3299212,0.60960275,0.0,0.435,0.485,0.08,0.0,0.0,0.00023435669,0.00074147934,0.0007469803,0.0007812597,0.00079392875,0.0008086054
682.0,0.00027916147,0.60979414,0.49153128,0.0,0.15,0.66,0.19,0.0,0.0,0.00023435669,0.00026702607,0.0002551774,0.00027313374,0.0002834779,0.0002933554
976.0,0.0004080286,0.43811265,0.5435087,0.005,0.195,0.725,0.075,0.0,0.0,0.00023435669,0.00036575526,0.00044391808,0.00044930525,0.00045296087,0.0004539519
1084.0,0.0004443382,0.3873602,0.55144775,0.0,0.255,0.665,0.08,0.0,0.0,0.00023435669,0.00043322798,0.00047602647,0.00048281348,0.00048563498,0.0004905822
468.0,0.00020320721,0.8202749,0.5094948,0.005,0.07,0.855,0.07,0.0,0.0,0.00023435669,0.00012231705,0.00020032567,0.0002012023,0.00021078186,0.00021319739
372.0,0.00017646253,0.5382865,0.48345423,0.0,0.085,0.755,0.16,0.0,0.0,0.00023435669,0.0001289146,0.00018076788,0.00016907358,0.00017226707,0.00017117489
1039.0,0.00039901768,0.4750084,0.5428172,0.0,0.22,0.69,0.09,0.0,0.0,0.00023435669,0.00032478047,0.00037513688,0.00042539224,0.00044127426,0.00045636212
677.0,0.00027826658,0.52225274,0.5180328,0.0,0.16,0.745,0.095,0.0,0.0,0.00023435669,0.00020517141,0.00027582404,0.00029130437,0.00029698657,0.00030377516
302.0,0.00020195737,0.39449078,0.48127255,0.0,0.06,0.785,0.15,0.005,0.0,0.00023435669,0.00041943786,0.00015543113,0.00022284956,0.00014324511,0.00016783038
952.0,0.00040707333,0.4338136,0.5551796,0.0,0.205,0.77,0.025,0.0,0.0,0.00023435669,0.00033797778,0.00046788066,0.00044956707,0.00046687518,0.00045349475
1240.0,0.00047493214,0.42947617,0.5623517,0.0,0.26,0.665,0.075,0.0,0.0,0.00023435669,0.00039690966,0.00047314374,0.00051398453,0.0005312704,0.00054769934
3.0,3.712674e-05,0.33333334,0.3657094,0.0,0.0,0.38,0.54,0.08,0.0,0.00023435669,1.1869126e-06,8.167388e-06,1.5434978e-06,1.9515521e-06,1.462043e-06
1088.0,0.0004944363,0.3478966,0.56570745,0.005,0.23,0.745,0.02,0.0,0.0,0.00023435669,0.0006083669,0.0005569928,0.00053867,0.000537538,0.0005246092
250.0,0.0001363233,0.50367874,0.48860383,0.0,0.04,0.86,0.1,0.0,0.0,0.00023435669,0.00010815048,0.00013490344,0.000123039,0.00012088058,0.00011855441
913.0,0.00038573844,0.43252677,0.53539157,0.0,0.215,0.69,0.095,0.0,0.0,0.00023435669,0.00035447459,0.00041224653,0.0004314282,0.00042285156,0.00042578235
450.0,0.00019813539,0.5457857,0.48067605,0.0,0.125,0.69,0.185,0.0,0.0,0.00023435669,0.0001490349,0.00018540723,0.00019338311,0.00019710415,0.0002010299
642.0,0.00029048964,0.4604274,0.5164649,0.0,0.145,0.77,0.085,0.0,0.0,0.00023435669,0.00028861177,0.00031241827,0.0003078796,0.00030216656,0.00030136362
930.0,0.00042104354,0.42038032,0.55474645,0.0,0.205,0.775,0.02,0.0,0.0,0.00023435669,0.00041697297,0.00052149,0.00045968496,0.00047362762,0.0004485559
5.0,3.7216356e-05,0.7,0.4182353,0.0,0.0,0.57,0.425,0.005,0.0,0.00023435669,1.0669675e-06,4.3839586e-06,2.407242e-06,2.4689732e-06,2.346777e-06
3.0,3.6560825e-05,0.33333334,0.3561232,0.0,0.005,0.22,0.74,0.035,0.0,0.00023435669,1.6482027e-06,2.358298e-06,1.4583593e-06,1.5494345e-06,1.5619887e-06
520.0,0.00021371015,0.83696455,0.4776086,0.0,0.115,0.67,0.215,0.0,0.0,0.00023435669,0.00015196335,0.00020659818,0.0001978059,0.00021303602,0.00021874922
56.0,5.997108e-05,0.56363636,0.45257798,0.0,0.02,0.745,0.23,0.005,0.0,0.00023435669,3.8329137e-05,3.14763e-05,2.9081846e-05,2.7427826e-05,2.6845142e-05
1062.0,0.00041262712,0.48565385,0.5422652,0.0,0.23,0.675,0.095,0.0,0.0,0.00023435669,0.0003662523,0.0004061185,0.00043167808,0.00045063344,0.00046273618
216.0,0.00013045622,0.559087,0.49329326,0.0,0.055,0.86,0.08,0.005,0.0,0.00023435669,8.087902e-05,0.00017269954,0.000107356995,0.000127185,0.00010361157
252.0,0.0001410882,0.4107696,0.48593235,0.0,0.095,0.785,0.115,0.005,0.0,0.00023435669,0.0001341761,0.00015155908,0.000120917284,0.00012016694,0.00011748265
139.0,0.00013637291,0.49671566,0.46972033,0.0,0.04,0.805,0.15,0.005,0.0,0.00023435669,0.00030755514,0.00011956616,0.00013135465,7.651371e-05,8.658782e-05
707.0,0.00029278526,0.5578813,0.5328504,0.0,0.135,0.825,0.04,0.0,0.0,0.00023435669,0.00022930976,0.00029151264,0.00030417903,0.0003165872,0.00031961477
645.0,0.00025778898,0.6545284,0.49386433,0.0,0.15,0.66,0.19,0.0,0.0,0.00023435669,0.0002146974,0.00022901264,0.00024913132,0.00026308827,0.00027372903
1456.0,0.0005848003,0.361124,0.57369554,0.005,0.275,0.63,0.09,0.0,0.0,0.00023435669,0.00065757823,0.0006159422,0.00062170567,0.0006347343,0.0006434858
73.0,9.0570604e-05,0.8382801,0.4134923,0.0,0.015,0.55,0.43,0.005,0.0,0.00023435669,0.0002497025,2.8108792e-05,3.4617668e-05,3.1835832e-05,3.3138673e-05
283.0,0.00018981085,0.6767411,0.46208838,0.0,0.09,0.68,0.225,0.005,0.0,0.00023435669,0.00020423457,0.0001953799,0.00018956432,0.00018472462,0.00018114365
1555.0,0.00062429794,0.37389,0.5830258,0.0,0.395,0.51,0.095,0.0,0.0,0.00023435669,0.0007172375,0.0006347029,0.00066763395,0.00068369653,0.0006947385
1025.0,0.00041717492,0.42508575,0.54378587,0.0,0.23,0.69,0.08,0.0,0.0,0.00023435669,0.00044187336,0.00040395773,0.0004375962,0.00044479463,0.00045706308
328.0,0.00017535666,0.33864772,0.48493806,0.0,0.07,0.79,0.135,0.005,0.0,0.00023435669,0.00020653987,0.00017456542,0.0001617556,0.0001566274,0.0001541976
1234.0,0.0004637899,0.5005396,0.57215667,0.0,0.265,0.7,0.035,0.0,0.0,0.00023435669,0.0003477755,0.00046008403,0.0004992612,0.0005267234,0.000540653
1764.0,0.00071293843,0.32874095,0.6222287,0.005,0.36,0.615,0.02,0.0,0.0,0.00023435669,0.0007642849,0.0007635811,0.00079875643,0.00080357667,0.00080995157
673.0,0.00026068834,0.7901454,0.4878216,0.0,0.17,0.615,0.215,0.0,0.0,0.00023435669,0.00018496638,0.00023291058,0.00025495095,0.0002718221,0.00028344375
192.0,0.000119239594,0.5373582,0.47179827,0.0,0.035,0.805,0.155,0.005,0.0,0.00023435669,9.8798555e-05,0.00012622307,9.5819014e-05,0.00010166525,9.412832e-05
77.0,6.550239e-05,0.6250854,0.43965784,0.0,0.015,0.69,0.29,0.005,0.0,0.00023435669,3.0939915e-05,4.0532504e-05,3.5495745e-05,3.6618414e-05,3.569704e-05
649.0,0.0002781228,0.6266146,0.5319202,0.0,0.11,0.86,0.03,0.0,0.0,0.00023435669,0.00017952784,0.00032467316,0.000284929,0.00031319293,0.00029730346
61.0,6.153685e-05,0.7562842,0.45802018,0.0,0.015,0.785,0.195,0.005,0.0,0.00023435669,3.8798447e-05,3.225046e-05,3.14019e-05,2.9430654e-05,2.9271547e-05
1104.0,0.00048465162,0.40503994,0.5486111,0.0,0.27,0.64,0.09,0.0,0.0,0.00023435669,0.00069910433,0.0004931067,0.000483253,0.00049363956,0.0004965027
1255.0,0.0004849249,0.4167839,0.5750101,0.0,0.285,0.685,0.03,0.0,0.0,0.00023435669,0.00040468626,0.00050178275,0.00052511116,0.0005461203,0.0005562662
699.0,0.00027488903,0.62715876,0.49363574,0.0,0.19,0.605,0.205,0.0,0.0,0.00023435669,0.00022326705,0.0002460827,0.0002700054,0.000284654,0.00029637446
68.0,6.472931e-05,0.6747147,0.43848288,0.0,0.02,0.695,0.28,0.005,0.0,0.00023435669,2.267626e-05,5.8941372e-05,3.217551e-05,3.738385e-05,3.2533495e-05
1022.0,0.00045663567,0.39470148,0.54427147,0.0,0.23,0.69,0.08,0.0,0.0,0.00023435669,0.0006032914,0.00046081925,0.0004959935,0.0004722853,0.00048527817
382.0,0.00018098971,0.590771,0.4966818,0.0,0.07,0.835,0.095,0.0,0.0,0.00023435669,0.00012432228,0.00018207447,0.000182826,0.00018134195,0.00018016392
1291.0,0.0005045594,0.42619565,0.5651828,0.0,0.315,0.6,0.085,0.0,0.0,0.00023435669,0.00042141494,0.00051454175,0.00056447316,0.0005744225,0.0005868891
1185.0,0.0005192045,0.35790282,0.5669103,0.0,0.27,0.69,0.04,0.0,0.0,0.00023435669,0.00055968255,0.0006213179,0.0005690666,0.0005873892,0.00055822363
175.0,9.929121e-05,0.472578,0.45738178,0.0,0.05,0.715,0.235,0.0,0.0,0.00023435669,6.070911e-05,7.564752e-05,7.450669e-05,7.691998e-05,7.804026e-05
976.0,0.00040481944,0.42021018,0.54157674,0.0,0.255,0.665,0.08,0.0,0.0,0.00023435669,0.00039511916,0.00042177082,0.00043599532,0.00043982145,0.0004451847
1493.0,0.00057918724,0.40192032,0.5799348,0.0,0.325,0.59,0.085,0.0,0.0,0.00023435669,0.0005671715,0.0005887633,0.0006282246,0.00064423936,0.0006602003
788.0,0.00031838845,0.5193919,0.49836448,0.0,0.175,0.645,0.18,0.0,0.0,0.00023435669,0.00030310146,0.000295186,0.00032398527,0.00033265125,0.0003430607
1129.0,0.0004527398,0.45592976,0.5700922,0.0,0.255,0.725,0.02,0.0,0.0,0.00023435669,0.00036802192,0.0004968559,0.00049657404,0.0005138315,0.00051475264
1439.0,0.0007602421,0.28104338,0.5796983,0.0,0.325,0.6,0.075,0.0,0.0,0.00023435669,0.0018142462,0.00063178584,0.0008022402,0.0006685134,0.00069238455
1241.0,0.00048857124,0.39574486,0.5744681,0.0,0.26,0.695,0.045,0.0,0.0,0.00023435669,0.0004213923,0.00051263766,0.0005397751,0.00054870103,0.0005584954
571.0,0.0002499646,0.6278981,0.5158404,0.0,0.125,0.805,0.07,0.0,0.0,0.00023435669,0.00021713054,0.0002459211,0.00025469874,0.00025834236,0.00026118723
624.0,0.00029179806,0.4070873,0.5167777,0.0,0.17,0.745,0.085,0.0,0.0,0.00023435669,0.0003360996,0.00031250907,0.00030911848,0.00029363792,0.0002926481
446.0,0.00022778912,0.43858516,0.49483818,0.0,0.13,0.74,0.13,0.0,0.0,0.00023435669,0.00027474042,0.00022138476,0.00024045895,0.00021733076,0.00021994059
682.0,0.00032985705,0.32372612,0.5193572,0.0,0.155,0.755,0.09,0.0,0.0,0.00023435669,0.00038441067,0.00036337692,0.00036202656,0.0003452358,0.00033931207
1341.0,0.00058103265,0.35152426,0.58890116,0.0,0.285,0.705,0.01,0.0,0.0,0.00023435669,0.0006324446,0.0006650688,0.0006641154,0.00065049436,0.0006428484
529.0,0.00022747862,0.7325858,0.5135428,0.0,0.105,0.82,0.075,0.0,0.0,0.00023435669,0.0001448866,0.00023230282,0.0002304258,0.00024185966,0.0002422408
1304.0,0.000492285,0.46270874,0.56563246,0.0,0.305,0.61,0.085,0.0,0.0,0.00023435669,0.00039291006,0.00048530384,0.0005341894,0.0005568143,0.00057423994
745.0,0.00031731118,0.5050552,0.5256932,0.0,0.18,0.75,0.07,0.0,0.0,0.00023435669,0.0003243225,0.00031479876,0.00032015587,0.000334219,0.00033356133
1071.0,0.0004158387,0.5358412,0.5604309,0.0,0.215,0.75,0.035,0.0,0.0,0.00023435669,0.00031031691,0.00042028498,0.00045077168,0.0004712362,0.00047994874
168.0,0.00010827146,0.51333046,0.47611606,0.0,0.06,0.81,0.125,0.005,0.0,0.00023435669,0.00010787313,8.8817214e-05,8.813053e-05,8.2047816e-05,8.160404e-05
734.0,0.0003559899,0.4116969,0.5368739,0.0,0.22,0.745,0.035,0.0,0.0,0.00023435669,0.00033315926,0.0004784346,0.00038369562,0.0004074547,0.00036640675
1360.0,0.0005556847,0.40630654,0.585989,0.0,0.3,0.68,0.02,0.0,0.0,0.00023435669,0.0005914702,0.00059366995,0.00060379494,0.0006110207,0.0006189953
1421.0,0.0005622022,0.40457028,0.5733871,0.0,0.375,0.535,0.09,0.0,0.0,0.00023435669,0.0005193168,0.0006264236,0.00061724655,0.0006295484,0.0006356679
1381.0,0.0005367339,0.39638048,0.570626,0.0,0.315,0.6,0.085,0.0,0.0,0.00023435669,0.000504454,0.00055069686,0.00058202934,0.00059694884,0.00061102095
772.0,0.000328267,0.5301943,0.5309272,0.0,0.15,0.785,0.065,0.0,0.0,0.00023435669,0.0002976749,0.0003368087,0.00035476152,0.00035072313,0.0003581683
615.0,0.00025563312,0.5641641,0.50713265,0.0,0.17,0.7,0.13,0.0,0.0,0.00023435669,0.00018772935,0.00024085987,0.0002672956,0.00027004446,0.00027701227
1157.0,0.00046246746,0.39751565,0.5564106,0.0,0.235,0.685,0.08,0.0,0.0,0.00023435669,0.00040352976,0.0004791551,0.0005156686,0.00051732594,0.0005276312
803.0,0.00035032598,0.44953308,0.52960896,0.0,0.145,0.78,0.075,0.0,0.0,0.00023435669,0.00032373157,0.0004039145,0.00037781632,0.00038000167,0.0003740739
630.0,0.00026441118,0.5047316,0.5287556,0.0,0.115,0.845,0.04,0.0,0.0,0.00023435669,0.0002056821,0.000262524,0.0002685575,0.00027997783,0.00028302008
528.0,0.00026042564,0.51454055,0.5016463,0.0,0.135,0.73,0.135,0.0,0.0,0.00023435669,0.00045855273,0.00021717016,0.00022017048,0.00022523955,0.00023084912
514.0,0.0002380096,0.50440305,0.5088263,0.0,0.105,0.815,0.08,0.0,0.0,0.00023435669,0.00019840834,0.0002742067,0.00024317153,0.00024585408,0.00024033198
1269.0,0.0004933847,0.45204377,0.57648647,0.0,0.26,0.71,0.03,0.0,0.0,0.00023435669,0.00038946938,0.0005147894,0.00054583803,0.0005653205,0.00057340343
17.0,0.00026649714,0.15441176,0.36833018,0.0,0.0,0.26,0.725,0.015,0.0,0.00023435669,0.00091640215,0.00017514967,0.0004990519,0.00011488535,0.000262566
930.0,0.0003636521,0.51110107,0.5295432,0.0,0.23,0.655,0.115,0.0,0.0,0.00023435669,0.0003356029,0.0003410955,0.00037028137,0.00038636418,0.0004008371
667.0,0.0002939458,0.5759688,0.52549887,0.0,0.125,0.81,0.065,0.0,0.0,0.00023435669,0.0002784984,0.00030976906,0.00030594328,0.00030769152,0.00031027908
539.0,0.00029350122,0.4352822,0.4997657,0.0,0.15,0.73,0.12,0.0,0.0,0.00023435669,0.00052564935,0.00025198294,0.00033835214,0.0002503738,0.00027940172
182.0,0.00010029318,0.51532996,0.4533475,0.0,0.065,0.685,0.25,0.0,0.0,0.00023435669,5.5571752e-05,7.643615e-05,7.620404e-05,7.907565e-05,8.0438156e-05
1139.0,0.00045995953,0.41334936,0.5530205,0.0,0.25,0.675,0.075,0.0,0.0,0.00023435669,0.0004156958,0.00048190303,0.0005063783,0.00051399437,0.00052019185
770.0,0.00031736103,0.6328644,0.5412332,0.0,0.115,0.87,0.015,0.0,0.0,0.00023435669,0.00022375977,0.00034266143,0.00033796203,0.00035239995,0.00035221755
851.0,0.00034495324,0.5203456,0.52575797,0.0,0.185,0.715,0.1,0.0,0.0,0.00023435669,0.00035104647,0.00033040086,0.00034538176,0.00035924057,0.00036984924
1586.0,0.0006179089,0.3526989,0.58574766,0.0,0.335,0.58,0.085,0.0,0.0,0.00023435669,0.0005778693,0.00065918494,0.000680277,0.00069943414,0.00070840365
496.0,0.0002112262,0.82218146,0.5165274,0.0,0.095,0.855,0.05,0.0,0.0,0.00023435669,0.00012912713,0.0001949497,0.0002124853,0.00022303392,0.0002253742
622.0,0.00029907073,0.3582646,0.5130487,0.0,0.155,0.735,0.11,0.0,0.0,0.00023435669,0.00036356068,0.000324463,0.00031800402,0.0003010232,0.0002974855
547.0,0.00024110235,0.70702666,0.51366645,0.0,0.105,0.815,0.08,0.0,0.0,0.00023435669,0.00019494195,0.00024572577,0.00024402351,0.000250208,0.00025238804
322.0,0.0001519547,0.6649252,0.46920368,0.0,0.09,0.7,0.21,0.0,0.0,0.00023435669,9.8217635e-05,0.00013840219,0.00014077639,0.00014315089,0.00014498805
244.0,0.00017613344,0.4296701,0.47080895,0.0,0.045,0.775,0.175,0.005,0.0,0.00023435669,0.00037437904,0.00012471012,0.00019398665,0.00011581493,0.0001406167
1258.0,0.00049754634,0.402867,0.5585963,0.0,0.285,0.63,0.085,0.0,0.0,0.00023435669,0.0004956451,0.00053045567,0.00051556656,0.000543806,0.00055043475
936.0,0.00038451832,0.50098497,0.5467128,0.0,0.22,0.72,0.06,0.0,0.0,0.00023435669,0.00037020803,0.00038681593,0.00039900592,0.000421692,0.0004203276
668.0,0.00027242242,0.6013026,0.49198478,0.0,0.195,0.61,0.195,0.0,0.0,0.00023435669,0.00020325718,0.00027710243,0.0002730175,0.00028723603,0.00029255918
7.0,3.8187867e-05,0.52380955,0.43472943,0.0,0.0,0.695,0.3,0.005,0.0,0.00023435669,1.6223503e-06,6.6855014e-06,3.4534546e-06,3.5926196e-06,3.436822e-06
685.0,0.00027133827,0.62419003,0.49363574,0.0,0.175,0.64,0.185,0.0,0.0,0.00023435669,0.00022818682,0.00024148708,0.00026507053,0.00027872756,0.0002904646
1546.0,0.0005950952,0.38616997,0.5816744,0.0,0.375,0.53,0.095,0.0,0.0,0.00023435669,0.00052814616,0.0006211042,0.0006581837,0.0006748566,0.00068901025
491.0,0.00020885486,0.6947587,0.4952403,0.0,0.11,0.755,0.135,0.0,0.0,0.00023435669,0.00014348324,0.00019576216,0.0002053471,0.000211594,0.00021725969
893.0,0.00036416348,0.44331598,0.5245942,0.0,0.22,0.665,0.115,0.0,0.0,0.00023435669,0.00038965343,0.0003452045,0.00037259192,0.00037887972,0.00038959424
677.0,0.00028197904,0.5799996,0.52170724,0.0,0.11,0.81,0.08,0.0,0.0,0.00023435669,0.0002032003,0.00027963746,0.0003022974,0.00030588452,0.00031150362
1043.0,0.00043005863,0.41671282,0.5582308,0.0,0.235,0.725,0.04,0.0,0.0,0.00023435669,0.00039493263,0.00044875056,0.00047722436,0.00047907617,0.0004824461
786.0,0.00032070093,0.49150258,0.5012337,0.0,0.18,0.64,0.18,0.0,0.0,0.00023435669,0.00032985336,0.00029262123,0.00032364528,0.00033017527,0.00034080795
